employee_id,job_level,department,start_month,status,stage,applicant_id,job_id,gender,assessment_center
emp41563,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,2Mde3dzYUP,LG1A93fhn2,Female,3.9
emp41569,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,HUiTWIvI03,PCjbh29Mer,Male,4.2
emp41574,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,denYsHGhyg,I5aUTqG9Jq,Male,3.9
emp41575,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,2Zg9f9fe84,iktYMyHFIC,Male,3.9
emp41576,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,YawQmrCASQ,hx9n8OxVYs,Female,4.3
emp41585,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,3nUzRmxZdp,ubsI88rrfw,Male,4
emp41589,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,owt1i8dImP,XNa6JHaRSm,Male,4.1
emp41595,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,xJEdVW0odh,oUwOZ19T9L,Male,4.4
emp41596,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,nQrfivrGen,R1HfRY9JFA,Female,3.8
emp41601,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,cUVajmTUKK,03JuTFiJVH,Female,4.2
emp41602,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,e2VYlndxC9,2hJCSRVkVP,Male,4.1
emp41608,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,gatrBoKGUZ,daooyApMo1,Female,4
emp41613,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,4S2F4mIKE7,53HXEgZt4S,Female,4
emp41615,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,r175utqheQ,mekqgQntB8,Male,4.3
emp41618,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,jbJ2ivaKB0,K3ANMWQmRv,Male,4
emp41622,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,ztY7Z2YhlM,4nFjPv9c0a,Male,3.9
emp41630,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,M17pC17gai,m5TZdcof0J,Male,4.4
emp41631,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,1o5lcZzTpe,tgCGh87TY3,Male,4
emp41632,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,CJaDQj54KT,BK1hitiTfD,Female,4.3
emp41635,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,49SWQdDGbr,R0z1FKoPQf,Female,4.1
emp41636,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,hkzgLwpnVs,Q2EWkATsub,Male,3.9
emp41637,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,f581BLOLFo,NH7l7UpFE6,Male,3.9
emp41639,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,x3AbKUttsO,MIm3wMaGcF,Male,4.2
emp41647,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,6Ht9ayxYDL,BOAelOcqYb,Male,4.3
emp41650,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,4qWPTxGhAm,SaCNOcWNs9,Female,4.3
emp41651,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,YdLqYagHVi,F1nu6fWyy0,Male,3.7
emp41656,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,L2BH7bJObw,YzJYEAXrRg,Female,3.9
emp41657,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,JcD30cn2lt,paFxT67Jfb,Male,4.1
emp41659,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,8H7IuOUI8K,2wKsnifmFV,Female,4.2
emp41663,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,QUcvKh5jcW,EclxRf3rhY,Female,3.8
emp41664,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,XBqXdXHCAl,mLQIGyXA7J,Male,3.9
emp41665,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,RJm6VQCIX7,fiEzSGUPy9,Male,3.8
emp41666,Entry Level/ Manual,Sales,2015-06-01,hired,Stage 4: Assessment Center,hsOwWRH1P1,3xWU0QzC42,Male,4
emp41667,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,7HxWkmrtUB,gNYidfS5sR,Male,4
emp41668,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,BStGnAt3ko,nSip2uR5Zu,Female,4
emp41669,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,SfQjtwDRIC,v8OwJCzM9A,Male,4.2
emp41670,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,FjZGkPmt5p,Q6M2dMIB5b,Male,4.2
emp41675,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,Oj6A3LC3PR,yAbk73vDl6,Male,4.1
emp41684,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,AB0eFcTisJ,xeSTO7RLpJ,Male,4.2
emp41690,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,x0Rgq1qjHn,LBs2Qec4eR,Male,4.2
emp41693,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,jQ0uTuUaSs,8RTwEYHxvC,Female,3.9
emp41698,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,0c41pIpfP9,57kyzfPsi2,Female,4.2
emp41702,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,2z2cGddhCh,n9f4yNohSG,Male,3.9
emp41708,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,Jl47h3oGi4,oGs4UgfIXf,Male,4.2
emp41710,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,8tpDZaRX9a,gq3KfQFqXm,Male,3.9
emp41711,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,u69uX31F06,Wt049QvUjp,Male,3.9
emp41716,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,LIlcdE5UEr,RL0UUtxdpa,Female,4.3
emp41721,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,Nk5TvGwzkv,CfWVwmMPpz,Male,4
emp41727,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,A1qolwduLO,9wR5147VHm,Male,4.2
emp41729,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,ysXa2apNuh,IOesonrgzE,Female,4
emp41730,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,Wp6JFTwj6q,EQ2jyjoVB6,Male,4.1
emp41732,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,o7dGsu4qUO,hiPbMX2h5o,Male,4.2
emp41735,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,T4SPqMyGER,89LNbVGqSk,Male,3.8
emp41738,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,3GGGEnq3pM,ISxPr1shHS,Female,3.9
emp41741,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,NBbx5tXsMM,YIrOPAOVA3,Male,3.9
emp41743,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,RhCHHWnc1S,epyPtnJl90,Male,3.8
emp41745,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,ZqMRRMYeJy,3HOECxhQ8Q,Female,4
emp41751,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,VpaSPpJBF9,VNrpYEUpue,Male,4.2
emp41752,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,4YuwHqmCfG,ZPRuyxBCUi,Male,3.8
emp41755,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,jc94amZfMz,SmFENOwK4u,Female,3.9
emp41759,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,nQMvJQaxmY,MRKhbwgCzZ,Male,4.1
emp41763,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,sOGVnBzfkF,8VVCyu8VCW,Male,4.2
emp41767,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,hRiGhhu3sn,iLzakBPiBp,Male,3.9
emp41772,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,95G6N7idXE,R5WfipHpzz,Female,4.1
emp41776,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,17pD6Pcasc,EnQ9Bs99pu,Female,3.8
emp41777,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,fcUxlSPWxJ,7fjDdyJwKO,Male,4
emp41778,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,WhSVaptPai,n9BHQm7DpW,Male,3.8
emp41781,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,fvgm8tLKza,icDHPOe9io,Male,3.8
emp41785,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,GVLQob77AN,AI0abc3REy,Female,3.8
emp41794,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,6La5PJODDv,iF4NkHZUII,Male,4.3
emp41800,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,H4AhkKydKW,h5HVtEQvBk,Male,3.8
emp41801,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,KQwsIcoe2a,BZXXHbm5L6,Male,4.4
emp41805,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,Ppj3NRN5mm,5M5cy7X7zy,Female,4.4
emp41808,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,f9FXckI2m3,nAyzsKn7pp,Male,4.1
emp41810,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,DNig69XO50,xnGTUbur6A,Male,4.6
emp41815,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,Q1skq7aZj4,HMPcK58l5A,Female,3.8
emp41819,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,cmxGVsWgYV,MvuH2zHCLW,Male,4
emp41821,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,JZ11RUu4KL,72WxaQFuLh,Male,3.8
emp41824,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,Aq8FrPnrqr,IUciWegefj,Female,4.2
emp41825,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,kKUfw4Zd5w,yfCM1ChrEL,Male,4
emp41828,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,sPuYkj4h7n,YaH4qJoN3e,Male,4.3
emp41834,Entry Level/ Manual,Sales,2015-07-01,hired,Stage 4: Assessment Center,1idkh7FYx1,WssQq8jHB6,Male,4.3
emp41835,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,26r1DwzoPN,Zv6EDceT4Q,Male,4.3
emp41842,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,4Pi8p3t9hN,fYazop0f3J,Female,4
emp41843,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,9AsPQs2qcf,rntcxDY6Iq,Male,4
emp41844,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,5mcSG6h5HX,dYujuM7Brl,Male,3.9
emp41846,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,dFJTtvjLzS,yydhbQx27f,Male,4.3
emp41859,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,n5bpofSGTI,WF33tnyZhI,Male,4.1
emp41860,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,3FvMH9emkf,3Gu6zQALm3,Female,4.2
emp41861,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,fPnv9FBf0g,w1DD2EaiHl,Female,3.8
emp41871,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,y0HGFioy6M,IBr06Li8EK,Male,4
emp41872,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,2rOkfhchbA,UWOI8Hwno9,Male,4.2
emp41873,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,axvZTG6g3D,6V8TEVBPhT,Male,4.2
emp41877,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,Sc0aFVDROr,yTa97ZqdZJ,Male,3.9
emp41878,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,oxj7hIwoe4,W8BHRL5NaK,Female,4.2
emp41881,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,loRz6LWste,sBzK9O0pgq,Male,3.9
emp41890,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,hiyzdungTz,BFCg5q49B2,Female,4
emp41891,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,04w2Ib1YIH,f7qe5MxvrZ,Male,3.9
emp41893,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,B3dLCgEV9s,QnyNK5NJ2z,Male,4.1
emp41895,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,3UrFhVkqdR,qdQSlEZYe1,Female,4.5
emp41903,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,GnDoIbTjsP,nzrSmOmdRZ,Male,3.9
emp41907,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,Fx4ElGqmtD,SeGjsgTVV0,Female,4
emp41910,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,K6tTijZXTl,t8dxDOE2zd,Male,3.8
emp41916,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,Esaxenp4YK,fu4oCXtDe2,Female,3.9
emp41917,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,EkqqHfVxbD,c1UMAi2kvC,Female,4.1
emp41919,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,7sWAUoqLeJ,9kFyNNRudp,Female,4.1
emp41920,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,LbGwpjg2vE,u6VBDPDAL8,Male,3.8
emp41922,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,hEVFwTogEs,rhjbyRlE2p,Female,4
emp41924,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,mhLTRFMgKN,huQ2tafWtn,Male,3.9
emp41929,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,tiJx1WBz0C,nsme0nv6gs,Male,4.2
emp41936,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,HjVppQDJYv,7Bz88C2fjQ,Male,3.9
emp41939,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,RmfpC8lqdB,YIcKyLjIkO,Female,4.7
emp41942,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,9qH0r4XWGv,Fb2OaCmgcr,Female,4
emp41945,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,P05HPPMQAC,7CJ8zOxWNa,Male,4
emp41949,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,7wkapcMqAV,IsZcDsN8QX,Female,3.8
emp41952,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,2r5AffgxFH,KruvdSWVyC,Male,3.9
emp41954,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,evvhIXgdwt,bF6WwqVLwi,Male,4
emp41958,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,8RehdwUMNt,MNTAkyw5iP,Female,4.1
emp41961,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,XzFpymUkm9,EnqwKYCeU7,Male,3.9
emp41964,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,veQLFWYwTW,NMEveV7ef4,Male,4.3
emp41975,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,AYU3tWX7vg,btBlifxZfe,Male,4.3
emp41976,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,YOwquPDP5P,DBLkiciUQv,Female,4.3
emp41977,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,jnaMEGp65C,FOqd0SvaWc,Male,4.1
emp41985,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,qFO8RORm8S,5FdivaGAYO,Male,3.8
emp41991,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,AsTlGS5Yvf,mTuSCK1uRB,Male,4.1
emp41992,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,9guJo2E747,79V8pdZmXW,Male,4
emp42000,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,jiUljqoDV8,OJWafB7e9U,Male,3.9
emp42007,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,tQCj9M8Vnj,niLsU2GbJD,Male,4
emp42009,Entry Level/ Manual,Sales,2015-08-01,hired,Stage 4: Assessment Center,Xr4d5kkWxW,X0D2kD5qgi,Female,3.9
emp42015,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,e7msII8GwH,b1suDvXjYZ,Male,4
emp42016,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,C8vIIYJfYY,9Oe3XLl3N4,Female,3.9
emp42021,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,9IL3NwMbTF,aCqQmzKQ3w,Male,4.1
emp42025,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,dNmzabeazg,g9MC3v6TQx,Male,4
emp42028,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,IYuYAmoFeG,QzIflS55iT,Male,3.9
emp42035,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,5eSx9YTfbC,u7jqmb3ZxC,Female,4.1
emp42036,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,Cbo8lmMpP7,SL0lXPV6tm,Female,4.3
emp42044,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,iNOjYSfCzz,QZR6I52iSc,Male,3.9
emp42047,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,u6htPrgHZJ,6lYF8E9U58,Male,3.8
emp42050,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,2m6ly94hsC,WokTE6sbf9,Male,3.8
emp42063,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,th4MQBh18H,zn7tvf83WW,Male,3.8
emp42072,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,nzjo2i2r9y,y1ctK14FKI,Female,3.9
emp42077,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,1MSdcglO2J,SWLsMgtqKf,Male,3.9
emp42078,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,1MiiNuCX0H,S4r1IUyvKu,Male,4.3
emp42081,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,rVFHmpHpyb,8AfjxQbI9x,Male,4.3
emp42085,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,B1LaG6jGqf,OSUR9zqZEg,Female,4
emp42086,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,JLAkO1efnm,KPJr4lW8AL,Female,4.4
emp42089,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,SZB7fAuku8,gRX5NTc4rv,Male,4.2
emp42092,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,Up5TE7T3JF,cu7cZxmDTO,Male,3.9
emp42095,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,nm3m0P3qFT,wngtNq3XBP,Female,3.9
emp42103,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,Dq0V1uhipi,XgR0ePMLaz,Male,3.7
emp42104,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,MRMjJ0jfJj,me7jOGM9ps,Male,3.9
emp42105,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,OliebL0tEg,cpZVRnLO7h,Male,4.1
emp42108,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,etnBvArccH,NVwhXAyrGp,Male,4.1
emp42113,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,dlbLwRS9i4,821u4czamu,Female,4.4
emp42114,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,b8FMpcwVSO,pp4zW2XpcT,Male,4.2
emp42116,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,hUr9G2Xcua,8OCpLEgdZ9,Female,4.2
emp42117,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,I7d0ly7AbF,cp4driUYbD,Male,3.8
emp42118,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,p0Qp3kvWDW,f3rgtSSFKH,Male,4.5
emp42124,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,dxfw7727jv,PHFaLYeva7,Male,4.1
emp42134,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,jkwDET5oT9,i3Y8zUhHR5,Male,3.9
emp42136,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,37jBhxREWB,ATXMPL5ykM,Female,4
emp42137,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,kPKgBa6ovL,dlUk7xSZpW,Male,3.9
emp42147,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,cI9tc6sjUu,pBBNcOMwKg,Female,4
emp42153,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,Df95wMcu46,o4drKajYm7,Female,4
emp42155,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,yCBVqrgX56,pJLfKf1uyE,Female,3.7
emp42156,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,8UjDnJwKkm,taWfDv7bVx,Female,3.7
emp42158,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,2j9VRg9dYg,B5FZseWNL2,Male,4
emp42162,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,Mf0ZRe2kTc,ysRiqCwa2S,Male,4
emp42165,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,jwhfeJWwpR,lel0igtXEr,Other,4.1
emp42166,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,NwSlEogfZg,yEKNmFkJWi,Female,3.9
emp42174,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,6kxu10Ay2V,oG1ZfgBOuj,Male,4.2
emp42175,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,gTDWhO85Si,8i1rGhltbG,Male,4.3
emp42176,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,N6pBZ4WOJH,c0bdOztXxY,Female,4.1
emp42183,Entry Level/ Manual,Sales,2015-09-01,hired,Stage 4: Assessment Center,sYcxbqYkPK,rrN3WfeBhH,Male,4.2
emp42189,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,jHXoZHWLmQ,DXERq9Jtw9,Female,4.2
emp42190,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,a8HyQlDUmh,UFIwOYefAU,Female,3.8
emp42192,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,szw313ELQ3,l5Vu1G1Ncj,Female,3.9
emp42198,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,VnqhenvMSe,TxGdpilnKC,Male,4
emp42204,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,6doqTjzgUC,9UGxRhnhXe,Male,3.8
emp42209,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,wV7RqqbQmX,It8oVODz31,Female,3.8
emp42210,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,pvFJok2HsG,1An18pHlPs,Male,4
emp42217,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,qoMxmtXbZx,YL44BpZJea,Male,4.2
emp42222,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,madT9EExyz,BhNcQIe8gw,Male,4.1
emp42225,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,TNmJPHU6Gi,9UewM26lB2,Female,3.9
emp42232,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,pzFPXQ66Qt,XwtEhn79t7,Male,3.9
emp42234,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,bFZD0HCoqP,jJy7Fyfz0T,Female,4.3
emp42235,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,Yf7ivZqup0,vcydIgdLTz,Female,4.2
emp42240,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,8J9uuqeMe7,Bwj6JSgsfv,Female,4.3
emp42241,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,L22LRNXKez,U7kQwVXhpE,Female,4.3
emp42246,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,yLmOkGulDD,iGAhP35Qbu,Male,4.3
emp42249,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,gySBbZhuTf,Njx0D06DQY,Male,3.8
emp42252,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,IWF7AsXfdh,PSWgerO0nQ,Male,4
emp42254,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,KsMyDehpdj,7MdDhzcx9M,Female,3.9
emp42261,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,wKciyDncIZ,7YTbmgrxHB,Male,3.9
emp42264,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,xJlPYR7IqY,dUOZfy48Ki,Female,4.4
emp42266,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,B8uB8XNMIZ,AXKQ786LE6,Male,3.8
emp42268,Entry Level/ Manual,Sales,2015-10-01,hired,Stage 4: Assessment Center,uKNAG4ANhI,4fB37AiWnO,Female,3.9
