employee_id,event_date,country,job_level,department,start_date,tenure_years,new_starter
emp129565,2024-09-02,France,Manager/ Senior Specialist,Consulting,2023-01-01,3.79,NA
emp105584,2024-09-02,France,Manager/ Senior Specialist,Sales,2021-10-25,4.53,NA
emp100056,2024-09-02,Germany,Entry Level,Customer Service,2024-08-09,1.06,NA
emp128681,2024-09-02,Germany,Specialist,Customer Service,2023-04-12,3.8,NA
emp126878,2024-09-02,Germany,Specialist,Sales,2022-09-15,2.62,NA
emp121868,2024-09-02,Netherlands,Entry Level,Marketing,2024-03-18,2.05,NA
emp108881,2024-09-03,France,Manager/ Senior Specialist,Consulting,2021-03-27,4.21,NA
emp108888,2024-09-03,France,Entry Level,Consulting,2023-12-01,2.62,NA
emp109376,2024-09-03,Germany,Specialist,Consulting,2023-10-19,4.57,NA
emp113363,2024-09-03,Germany,Specialist,Consulting,2023-04-02,3.53,NA
emp103704,2024-09-03,Germany,Director/ Head of,Marketing,2021-03-27,5.67,NA
emp102513,2024-09-03,Italy,Specialist,Consulting,2021-07-01,3.91,NA
emp118778,2024-09-03,Spain,Manager/ Senior Specialist,Consulting,2021-01-08,5.18,NA
emp109724,2024-09-03,Spain,Manager/ Senior Specialist,Customer Service,2022-06-10,3.82,NA
emp103460,2024-09-04,Germany,Entry Level,Consulting,2024-08-27,1.7,NA
emp124745,2024-09-04,Germany,Entry Level,Consulting,2022-11-18,2.76,NA
emp129997,2024-09-04,Germany,Entry Level,Consulting,2023-11-15,1.76,NA
emp110862,2024-09-04,Germany,Entry Level,Customer Service,2024-06-24,1.85,NA
emp111576,2024-09-04,Germany,Entry Level,Sales,2023-07-19,2.95,NA
emp119132,2024-09-04,Italy,Manager/ Senior Specialist,Consulting,2024-01-28,4.21,NA
emp126931,2024-09-04,Netherlands,Entry Level,Consulting,2023-09-03,1.81,NA
emp126989,2024-09-04,Netherlands,Specialist,HR,2023-03-17,2.53,NA
emp116474,2024-09-05,France,Manager/ Senior Specialist,Consulting,2022-02-21,4.4,NA
emp114599,2024-09-05,France,Entry Level,R&D,2023-01-30,2.49,NA
emp112866,2024-09-05,France,Specialist,Sales,2023-09-17,2.68,NA
emp129393,2024-09-05,Netherlands,Manager/ Senior Specialist,Consulting,2021-07-16,6.43,NA
emp103389,2024-09-06,Germany,Director/ Head of,Customer Service,2022-09-09,6.28,NA
emp101075,2024-09-06,Germany,Specialist,HR,2024-08-08,3.07,NA
emp109110,2024-09-06,Germany,Manager/ Senior Specialist,Sales,2022-12-03,5.25,NA
emp111615,2024-09-06,Germany,Specialist,Sales,2023-01-05,3.84,NA
emp117070,2024-09-06,Germany,Specialist,Sales,2024-01-29,3.61,NA
emp113845,2024-09-06,Italy,Entry Level,Consulting,2024-05-11,2.56,NA
emp123151,2024-09-06,Italy,Entry Level,Consulting,2023-03-19,2.36,NA
emp110014,2024-09-06,Netherlands,Entry Level,Sales,2024-06-09,2.57,NA
emp108685,2024-09-06,Spain,Director/ Head of,R&D,2018-12-19,7.7,NA
emp117869,2024-09-07,Germany,Entry Level,Consulting,2023-07-09,2.97,NA
emp120058,2024-09-07,Germany,Entry Level,Consulting,2023-09-23,2.67,NA
emp122241,2024-09-07,Spain,Manager/ Senior Specialist,Finance,2023-04-03,2.94,NA
emp103949,2024-09-08,Netherlands,Specialist,Consulting,2023-05-05,2.83,NA
emp119681,2024-09-08,Netherlands,Entry Level,Consulting,2024-05-11,2.74,NA
emp115995,2024-09-08,Netherlands,Manager/ Senior Specialist,Sales,2022-02-06,4.22,NA
emp125294,2024-09-08,Netherlands,Specialist,Sales,2024-06-29,3.82,NA
emp113461,2024-09-08,Spain,Manager/ Senior Specialist,Sales,2023-11-23,4.91,NA
emp119045,2024-09-09,France,Specialist,Sales,2023-03-22,2.82,NA
emp107847,2024-09-09,Germany,Specialist,Consulting,2022-03-02,4.19,NA
emp109158,2024-09-09,Germany,Entry Level,Consulting,2022-12-16,2.81,NA
emp123516,2024-09-09,Germany,Entry Level,Sales,2024-01-20,2,NA
emp120350,2024-09-09,Italy,Entry Level,Consulting,2024-03-29,1.59,NA
emp112912,2024-09-09,Netherlands,Director/ Head of,Consulting,2022-01-18,4.41,NA
emp111876,2024-09-09,Netherlands,Entry Level,Customer Service,2024-01-10,2.21,NA
emp115686,2024-09-09,Spain,Specialist,R&D,2023-03-29,4.39,NA
emp112614,2024-09-10,France,Manager/ Senior Specialist,Consulting,2022-08-28,2.86,NA
emp124334,2024-09-10,France,Manager/ Senior Specialist,Sales,2022-07-14,2.78,NA
emp126360,2024-09-10,Germany,Manager/ Senior Specialist,Consulting,2021-03-08,4.58,NA
emp126297,2024-09-10,Germany,Entry Level,Sales,2023-02-10,2.25,NA
emp107712,2024-09-10,Italy,Specialist,Consulting,2021-12-26,4.24,NA
emp108801,2024-09-10,Netherlands,Specialist,R&D,2023-11-14,1.98,NA
emp112321,2024-09-10,Netherlands,Entry Level,Sales,2023-01-31,2.25,NA
emp109946,2024-09-11,Germany,Entry Level,Consulting,2023-08-18,2.09,NA
emp126265,2024-09-11,Germany,Entry Level,Sales,2024-03-09,1.64,NA
emp117856,2024-09-11,Netherlands,Manager/ Senior Specialist,Consulting,2022-12-01,3.65,NA
emp126266,2024-09-11,Spain,Manager/ Senior Specialist,R&D,2022-06-17,3.45,NA
emp102896,2024-09-12,France,Entry Level,R&D,2023-02-27,2.29,NA
emp108017,2024-09-12,France,Entry Level,R&D,2024-06-02,2.24,NA
emp112434,2024-09-12,Germany,Specialist,Consulting,2022-08-04,3.35,NA
emp106772,2024-09-12,Italy,Specialist,Customer Service,2022-04-29,3.35,NA
emp103235,2024-09-12,Netherlands,Entry Level,Consulting,2024-09-06,1.76,NA
emp110893,2024-09-13,Germany,Manager/ Senior Specialist,Consulting,2024-03-05,4.04,NA
emp113011,2024-09-13,Germany,Manager/ Senior Specialist,Consulting,2020-11-14,4.8,NA
emp112529,2024-09-13,Netherlands,Specialist,Consulting,2023-02-15,2.67,NA
emp118712,2024-09-13,Netherlands,Manager/ Senior Specialist,Consulting,2024-02-09,3.85,NA
emp102394,2024-09-13,Netherlands,Director/ Head of,Marketing,2020-06-19,6.38,NA
emp124709,2024-09-13,Spain,Specialist,Consulting,2024-03-11,1.79,NA
emp127775,2024-09-14,Germany,Manager/ Senior Specialist,Consulting,2024-04-03,2.28,NA
emp110646,2024-09-14,Germany,Entry Level,R&D,2024-05-29,1.78,NA
emp110983,2024-09-14,Netherlands,Entry Level,Consulting,2024-05-26,2.04,NA
emp112079,2024-09-14,Netherlands,Entry Level,Customer Service,2024-05-16,2.14,NA
emp122233,2024-09-14,Netherlands,Specialist,Customer Service,2023-02-21,2.69,NA
emp104074,2024-09-15,Germany,Entry Level,Consulting,2023-11-22,1.92,NA
emp122478,2024-09-15,Germany,Specialist,Consulting,2024-03-18,3.72,NA
emp117544,2024-09-15,Germany,Specialist,Finance,2024-02-16,3.02,NA
emp101585,2024-09-15,Germany,Manager/ Senior Specialist,Marketing,2022-08-14,2.75,NA
emp101245,2024-09-15,Italy,Entry Level,R&D,2024-03-29,3.25,NA
emp102837,2024-09-15,Netherlands,Specialist,Customer Service,2022-02-25,3.99,NA
emp123466,2024-09-15,Netherlands,Entry Level,Customer Service,2023-06-12,2.01,NA
emp104846,2024-09-15,Netherlands,Specialist,R&D,2023-04-05,2.92,NA
emp109674,2024-09-16,France,Director/ Head of,Customer Service,2024-05-13,7.14,NA
emp101086,2024-09-16,Germany,Specialist,Consulting,2024-06-25,4.09,NA
emp111128,2024-09-16,Germany,Entry Level,Marketing,2023-10-09,2.85,NA
emp108080,2024-09-16,Germany,Entry Level,R&D,2024-03-09,2.45,NA
emp116360,2024-09-16,Germany,Manager/ Senior Specialist,Sales,2022-06-16,4.6,NA
emp122295,2024-09-16,Germany,Entry Level,Sales,2024-05-16,2.28,NA
emp111419,2024-09-16,Italy,Entry Level,Sales,2023-02-15,2.27,NA
emp111131,2024-09-17,Germany,Manager/ Senior Specialist,Consulting,2019-10-02,5.72,NA
emp114701,2024-09-17,Germany,Manager/ Senior Specialist,Customer Service,2022-04-20,4.42,NA
emp100354,2024-09-17,Germany,Specialist,R&D,2024-03-30,2.48,NA
emp127914,2024-09-17,Germany,Manager/ Senior Specialist,Sales,2021-07-18,4.88,NA
emp115964,2024-09-17,Netherlands,Manager/ Senior Specialist,Consulting,2022-08-24,5.21,NA
emp125228,2024-09-17,Spain,Manager/ Senior Specialist,Finance,2023-03-02,3.03,NA
emp102190,2024-09-18,France,Manager/ Senior Specialist,R&D,2023-11-01,3.6,NA
emp107338,2024-09-18,France,Manager/ Senior Specialist,R&D,2024-04-02,4.14,NA
emp128371,2024-09-18,Germany,Entry Level,Consulting,2022-04-09,3.15,NA
emp127554,2024-09-18,Netherlands,Specialist,Consulting,2024-04-17,4.14,NA
emp125599,2024-09-18,Netherlands,Specialist,Customer Service,2023-12-24,3.68,NA
emp129119,2024-09-18,Netherlands,Specialist,Customer Service,2023-07-12,2.75,NA
emp112592,2024-09-18,Spain,Specialist,Consulting,2022-08-17,3.56,NA
emp102950,2024-09-19,Germany,Specialist,Consulting,2023-05-08,3.63,NA
emp115619,2024-09-19,Germany,Entry Level,Consulting,2024-02-03,1.97,NA
emp129000,2024-09-19,Germany,Manager/ Senior Specialist,HR,2020-05-06,4.98,NA
emp105485,2024-09-19,Germany,Specialist,R&D,2024-04-19,4.04,NA
emp106844,2024-09-19,Germany,Entry Level,R&D,2023-03-20,2.27,NA
emp103855,2024-09-19,Germany,Specialist,Sales,2022-10-24,2.76,NA
emp127384,2024-09-19,Germany,Director/ Head of,Sales,2023-10-08,6.39,NA
emp111425,2024-09-19,Netherlands,Manager/ Senior Specialist,Consulting,2023-08-11,4.81,NA
emp101682,2024-09-20,France,Director/ Head of,Customer Service,2024-03-15,3.64,NA
emp104312,2024-09-20,France,Entry Level,R&D,2023-11-29,1.79,NA
emp115799,2024-09-20,France,Specialist,R&D,2022-01-27,4.77,NA
emp113324,2024-09-20,France,Entry Level,Sales,2023-09-09,1.73,NA
emp123152,2024-09-20,Germany,Manager/ Senior Specialist,Consulting,2022-06-12,3.81,NA
emp110735,2024-09-20,Germany,Specialist,Customer Service,2024-05-15,1.97,NA
emp119279,2024-09-20,Germany,Manager/ Senior Specialist,Finance,2024-09-20,5.23,NA
emp128943,2024-09-20,Germany,Entry Level,R&D,2023-08-21,2.64,NA
emp110465,2024-09-20,Germany,Entry Level,Sales,2024-01-25,2.22,NA
emp124942,2024-09-20,Netherlands,Entry Level,Customer Service,2023-12-07,1.82,NA
emp124258,2024-09-20,Netherlands,Entry Level,Finance,2023-11-10,2.1,NA
emp124175,2024-09-20,Spain,Manager/ Senior Specialist,Consulting,2021-08-03,3.97,NA
emp103593,2024-09-21,Germany,Specialist,Consulting,2022-10-05,2.62,NA
emp122858,2024-09-21,Germany,Specialist,Consulting,2023-11-17,2.62,NA
emp106175,2024-09-21,Germany,Specialist,HR,2022-11-03,5.04,NA
emp118110,2024-09-21,Germany,Entry Level,HR,2024-08-12,1.9,NA
emp104926,2024-09-21,Netherlands,Entry Level,Consulting,2024-08-26,1.33,NA
emp119438,2024-09-21,Spain,Specialist,Consulting,2024-02-02,1.36,NA
emp110611,2024-09-22,Germany,Entry Level,Consulting,2024-04-15,2.61,NA
emp124667,2024-09-22,Germany,Entry Level,Consulting,2023-07-09,2.15,NA
emp117635,2024-09-22,Germany,Manager/ Senior Specialist,Marketing,2024-01-05,4.7,NA
emp112989,2024-09-22,Germany,Specialist,R&D,2022-04-06,3.77,NA
emp121139,2024-09-22,Netherlands,Manager/ Senior Specialist,Consulting,2023-08-27,4.29,NA
emp100320,2024-09-23,Germany,Specialist,Consulting,2024-03-03,2.9,NA
emp107329,2024-09-24,France,Entry Level,Consulting,2024-02-21,2.83,NA
emp118462,2024-09-24,France,Entry Level,Consulting,2024-04-21,2.67,NA
emp114545,2024-09-24,Germany,Specialist,Consulting,2023-05-20,3.26,NA
emp127473,2024-09-24,Netherlands,Entry Level,Customer Service,2024-06-18,1.59,NA
emp129736,2024-09-24,Spain,Specialist,Consulting,2022-04-07,4.26,NA
emp128812,2024-09-25,France,Specialist,Consulting,2022-11-24,3.16,NA
emp127305,2024-09-25,Germany,Entry Level,Customer Service,2024-06-21,3.06,NA
emp111471,2024-09-25,Germany,Specialist,R&D,2020-12-20,4.38,NA
emp128938,2024-09-25,Germany,Manager/ Senior Specialist,Sales,2023-03-09,4.04,NA
emp124428,2024-09-25,Netherlands,Entry Level,Consulting,2024-04-23,1.52,NA
emp125889,2024-09-25,Netherlands,Entry Level,Customer Service,2022-11-20,2.66,NA
emp116380,2024-09-25,Spain,Specialist,R&D,2021-06-01,4.18,NA
emp101567,2024-09-26,France,Entry Level,Consulting,2024-07-19,1.78,NA
emp127478,2024-09-26,France,Specialist,Sales,2022-03-12,4.06,NA
emp104000,2024-09-26,Germany,Manager/ Senior Specialist,Consulting,2024-05-08,5.27,NA
emp112386,2024-09-26,Germany,Entry Level,Consulting,2023-02-15,2.61,NA
emp128731,2024-09-26,Germany,Manager/ Senior Specialist,Customer Service,2024-03-09,2.35,NA
emp121807,2024-09-26,Germany,Manager/ Senior Specialist,HR,2024-06-02,3.36,NA
emp108033,2024-09-26,Germany,Specialist,Sales,2023-10-14,3.01,NA
emp100331,2024-09-26,Italy,Entry Level,Sales,2024-07-13,1.99,NA
emp119682,2024-09-26,Spain,Entry Level,Customer Service,2024-05-31,1.41,NA
emp113269,2024-09-27,France,Entry Level,Consulting,2024-03-21,2.1,NA
emp128347,2024-09-27,France,Specialist,Customer Service,2023-04-28,2.03,NA
emp112500,2024-09-27,Germany,Entry Level,Consulting,2024-04-09,2.83,NA
emp100138,2024-09-27,Netherlands,Entry Level,Consulting,2024-07-30,2.15,NA
emp107528,2024-09-27,Netherlands,Specialist,Sales,2024-06-11,2.33,NA
emp107257,2024-09-27,Spain,Specialist,Consulting,2023-06-24,2.67,NA
emp118500,2024-09-27,Spain,Entry Level,Consulting,2023-10-17,3.02,NA
emp117375,2024-09-27,Spain,Manager/ Senior Specialist,Marketing,2024-02-15,4.01,NA
emp104801,2024-09-28,France,Specialist,Consulting,2020-09-14,4.9,NA
emp106895,2024-09-28,France,Specialist,Consulting,2021-01-16,4.89,NA
emp110904,2024-09-28,France,Entry Level,Consulting,2023-09-15,2.44,NA
emp119217,2024-09-28,France,Entry Level,Consulting,2024-03-20,2.83,NA
emp115919,2024-09-28,France,Specialist,Marketing,2022-03-26,4.56,NA
emp128516,2024-09-28,France,Entry Level,Sales,2024-03-18,1.35,NA
emp115543,2024-09-28,Germany,Manager/ Senior Specialist,Consulting,2023-05-17,2.76,NA
emp123247,2024-09-28,Germany,Entry Level,Consulting,2023-05-24,2.69,NA
emp127865,2024-09-28,Germany,Manager/ Senior Specialist,Consulting,2023-10-11,3.78,NA
emp112883,2024-09-28,Netherlands,Entry Level,Customer Service,2023-08-17,2.19,NA
emp121839,2024-09-28,Spain,Specialist,Consulting,2024-05-04,3.82,NA
emp103879,2024-09-29,Germany,Manager/ Senior Specialist,Consulting,2023-10-23,3.46,NA
emp109477,2024-09-29,Germany,Specialist,Consulting,2022-02-28,4.78,NA
emp124117,2024-09-29,Germany,Entry Level,Consulting,2023-12-15,1.68,NA
emp118793,2024-09-29,Germany,Manager/ Senior Specialist,Marketing,2024-08-18,5.64,NA
emp109959,2024-09-29,Italy,Specialist,Consulting,2024-09-18,2.14,NA
emp112656,2024-09-29,Italy,Specialist,Consulting,2023-07-02,3.27,NA
emp106248,2024-09-30,France,Manager/ Senior Specialist,Consulting,2021-09-14,4.48,NA
emp126328,2024-09-30,Germany,Manager/ Senior Specialist,Consulting,2024-02-20,3.26,NA
emp120603,2024-09-30,Germany,Director/ Head of,Customer Service,2019-09-01,6.35,NA
emp113192,2024-09-30,Germany,Specialist,Marketing,2024-02-12,3.58,NA
emp126341,2024-09-30,Germany,Manager/ Senior Specialist,R&D,2022-08-04,4.65,NA
emp109154,2024-09-30,Germany,Entry Level,Sales,2024-04-27,1.59,NA
emp121399,2024-09-30,Germany,Manager/ Senior Specialist,Sales,2023-12-15,3.8,NA
emp129714,2024-09-30,Germany,Entry Level,Sales,2024-03-01,2.75,NA
emp124506,2024-09-30,Italy,Manager/ Senior Specialist,Consulting,2020-12-07,5.01,NA
emp118606,2024-09-30,Netherlands,Specialist,Consulting,2023-05-13,3.72,NA
emp115644,2024-09-30,Spain,Entry Level,R&D,2024-07-17,2.38,NA
emp109287,2024-10-01,France,Specialist,Customer Service,2024-05-04,4.43,NA
emp115530,2024-10-01,Germany,Entry Level,Consulting,2022-05-14,3.05,NA
emp126532,2024-10-01,Germany,Specialist,Consulting,2023-12-09,2.65,NA
emp129271,2024-10-01,Germany,Specialist,Consulting,2021-06-24,4.09,NA
emp111305,2024-10-01,Germany,Entry Level,Marketing,2024-06-29,1.49,NA
emp103945,2024-10-01,Germany,Entry Level,Sales,2023-04-03,2.41,NA
emp120676,2024-10-01,Germany,Manager/ Senior Specialist,Sales,2020-10-16,5.56,NA
emp112932,2024-10-01,Netherlands,Entry Level,Consulting,2024-04-30,2.07,NA
emp115918,2024-10-01,Spain,Manager/ Senior Specialist,Finance,2022-05-10,4.32,NA
emp108489,2024-10-02,France,Specialist,Consulting,2024-07-29,1.28,NA
emp102123,2024-10-02,Germany,Manager/ Senior Specialist,Consulting,2023-03-07,2.5,NA
emp102547,2024-10-02,Germany,Director/ Head of,Consulting,2024-05-23,4.36,NA
emp104004,2024-10-02,Germany,Entry Level,R&D,2023-11-03,3.35,NA
emp103757,2024-10-02,Italy,Manager/ Senior Specialist,Sales,2024-09-03,4.05,NA
emp107447,2024-10-03,Germany,Entry Level,Consulting,2024-09-23,3.35,NA
emp125155,2024-10-03,Germany,Manager/ Senior Specialist,Consulting,2024-06-03,2.99,NA
emp127964,2024-10-03,Germany,Specialist,Customer Service,2024-05-22,2.91,NA
emp124105,2024-10-03,Netherlands,Entry Level,Consulting,2024-02-21,1.62,NA
emp117561,2024-10-03,Netherlands,Entry Level,Customer Service,2024-09-17,1.83,NA
emp104893,2024-10-04,France,Manager/ Senior Specialist,Consulting,2021-11-08,4.41,NA
emp101481,2024-10-04,France,Entry Level,Customer Service,2024-06-15,2.5,NA
emp116983,2024-10-04,Germany,Entry Level,Consulting,2024-08-24,1.71,NA
emp122682,2024-10-04,Germany,Specialist,HR,2024-08-07,2.64,NA
emp103821,2024-10-04,Germany,Specialist,Sales,2023-10-04,3.27,NA
emp100601,2024-10-04,Netherlands,Manager/ Senior Specialist,Consulting,2024-02-04,3.78,NA
emp100248,2024-10-05,Germany,Specialist,Consulting,2024-05-02,2.1,NA
emp120539,2024-10-05,Germany,Manager/ Senior Specialist,Consulting,2024-04-16,3.75,NA
emp112946,2024-10-05,Germany,Specialist,R&D,2024-04-19,1.7,NA
emp106856,2024-10-05,Italy,Entry Level,Customer Service,2023-09-22,3.26,NA
emp101344,2024-10-05,Netherlands,Specialist,Consulting,2024-02-11,3.15,NA
emp114628,2024-10-05,Netherlands,Specialist,Consulting,2024-08-10,3.87,NA
emp126664,2024-10-05,Netherlands,Director/ Head of,Consulting,2020-05-01,5.89,NA
emp129556,2024-10-05,Netherlands,Director/ Head of,Sales,2023-05-31,4.02,NA
emp117733,2024-10-05,Spain,Entry Level,Marketing,2023-09-18,1.86,NA
emp100506,2024-10-06,France,Entry Level,Customer Service,2024-06-21,1.29,NA
emp119508,2024-10-06,Germany,Manager/ Senior Specialist,Consulting,2020-04-19,5.16,NA
emp100503,2024-10-06,Netherlands,Manager/ Senior Specialist,Consulting,2023-03-11,4.65,NA
emp123433,2024-10-06,Spain,Entry Level,Finance,2024-05-01,2.64,NA
emp127735,2024-10-07,Germany,Entry Level,Consulting,2024-06-06,2.21,NA
emp106311,2024-10-07,Germany,Specialist,Customer Service,2022-05-01,2.99,NA
emp115570,2024-10-07,Germany,Manager/ Senior Specialist,Customer Service,2023-01-29,5.64,NA
emp100685,2024-10-07,Italy,Specialist,Customer Service,2022-08-14,3.19,NA
emp112623,2024-10-07,Spain,Manager/ Senior Specialist,Marketing,2022-09-05,6.16,NA
emp102474,2024-10-08,Germany,Manager/ Senior Specialist,Consulting,2022-12-08,4.09,NA
emp112278,2024-10-08,Germany,Specialist,Consulting,2021-05-06,4.22,NA
emp112020,2024-10-08,Germany,Manager/ Senior Specialist,Finance,2021-03-13,5.51,NA
emp123981,2024-10-08,Germany,Entry Level,Finance,2024-04-19,1.85,NA
emp113959,2024-10-08,Germany,Entry Level,Marketing,2024-10-03,1.82,NA
emp127687,2024-10-08,Germany,Entry Level,Sales,2023-07-13,1.85,NA
emp101784,2024-10-08,Italy,Specialist,Finance,2023-05-29,4.87,NA
emp107297,2024-10-08,Italy,Specialist,Sales,2023-06-14,2.73,NA
emp111989,2024-10-08,Spain,Entry Level,HR,2023-06-13,2.58,NA
emp117367,2024-10-08,Spain,Specialist,Sales,2023-07-04,3.36,NA
emp125425,2024-10-09,Germany,Entry Level,Customer Service,2024-01-30,2.07,NA
emp113613,2024-10-09,Germany,Manager/ Senior Specialist,R&D,2023-09-10,3.87,NA
emp126417,2024-10-09,Netherlands,Specialist,Finance,2024-02-12,3.54,NA
emp126610,2024-10-09,Netherlands,Entry Level,Sales,2024-04-24,2.36,NA
emp126184,2024-10-09,Spain,Specialist,Consulting,2022-03-16,4.15,NA
emp129400,2024-10-09,Spain,Specialist,Consulting,2022-02-26,3.65,NA
emp114722,2024-10-10,Germany,Entry Level,Sales,2024-06-17,1.6,NA
emp118118,2024-10-10,Italy,Manager/ Senior Specialist,Customer Service,2023-10-02,3.32,NA
emp119614,2024-10-10,Italy,Entry Level,Sales,2023-06-24,3.19,NA
emp107488,2024-10-10,Netherlands,Director/ Head of,Marketing,2022-11-08,5.06,NA
emp107458,2024-10-11,France,Manager/ Senior Specialist,Sales,2022-12-11,3.56,NA
emp102332,2024-10-11,Germany,Entry Level,Consulting,2023-11-08,2.67,NA
emp102798,2024-10-11,Germany,Entry Level,Consulting,2023-11-13,2.69,NA
emp110605,2024-10-11,Germany,Specialist,Consulting,2024-05-17,1.38,NA
emp111310,2024-10-11,Germany,Entry Level,Consulting,2024-02-10,1.5,NA
emp116305,2024-10-11,Germany,Specialist,Consulting,2024-02-11,3.62,NA
emp107308,2024-10-11,Germany,Specialist,Marketing,2023-03-18,2.14,NA
emp102390,2024-10-11,Germany,Specialist,Sales,2023-10-03,4.13,NA
emp103513,2024-10-11,Germany,Entry Level,Sales,2023-11-15,2.63,NA
emp129692,2024-10-11,Italy,Entry Level,Customer Service,2024-06-09,1.99,NA
emp117946,2024-10-11,Italy,Manager/ Senior Specialist,R&D,2020-08-22,5.77,NA
emp110744,2024-10-11,Spain,Entry Level,Consulting,2024-06-02,2.05,NA
emp117010,2024-10-12,France,Manager/ Senior Specialist,Consulting,2023-09-15,3.68,NA
emp116976,2024-10-12,Germany,Specialist,Consulting,2023-03-13,3.03,NA
emp127723,2024-10-12,Germany,Entry Level,Marketing,2024-06-06,2.16,NA
emp114754,2024-10-12,Germany,Specialist,R&D,2023-03-08,2.86,NA
emp105332,2024-10-12,Italy,Entry Level,Consulting,2024-04-23,1.2,NA
emp105579,2024-10-12,Italy,Manager/ Senior Specialist,Consulting,2024-02-11,2.95,NA
emp118576,2024-10-12,Italy,Entry Level,R&D,2023-02-07,2.2,NA
emp116804,2024-10-12,Italy,Manager/ Senior Specialist,Sales,2022-04-13,4.33,NA
emp117456,2024-10-12,Netherlands,Entry Level,Sales,2023-03-03,2.54,NA
emp129521,2024-10-13,France,Manager/ Senior Specialist,Sales,2023-06-14,5.05,NA
emp109925,2024-10-13,Germany,Entry Level,Consulting,2024-05-01,3.45,NA
emp115260,2024-10-13,Germany,Manager/ Senior Specialist,Consulting,2021-12-29,5.04,NA
emp129134,2024-10-13,Germany,Entry Level,Customer Service,2023-08-09,2.52,NA
emp102306,2024-10-13,Spain,Specialist,Customer Service,2023-04-18,2.69,NA
emp109663,2024-10-14,France,Manager/ Senior Specialist,Consulting,2024-07-10,2.49,NA
emp127071,2024-10-14,Germany,Manager/ Senior Specialist,Consulting,2022-08-03,4.76,NA
emp125839,2024-10-14,Germany,Entry Level,R&D,2023-06-04,1.87,NA
emp127767,2024-10-14,Italy,Entry Level,Consulting,2024-08-26,2.12,NA
emp112375,2024-10-14,Netherlands,Manager/ Senior Specialist,Sales,2019-06-19,5.84,NA
emp105403,2024-10-14,Spain,Specialist,Consulting,2024-06-24,3.04,NA
emp118519,2024-10-15,France,Entry Level,Consulting,2023-10-27,1.61,NA
emp116135,2024-10-15,Netherlands,Entry Level,Customer Service,2024-10-02,2.22,NA
emp103561,2024-10-16,France,Specialist,Consulting,2023-02-19,4.07,NA
emp122621,2024-10-16,France,Entry Level,Consulting,2023-07-23,2.1,NA
emp118866,2024-10-16,Germany,Director/ Head of,Consulting,2022-06-21,5.17,NA
emp127625,2024-10-16,Germany,Entry Level,Consulting,2024-05-22,1.86,NA
emp110019,2024-10-16,Germany,Specialist,Customer Service,2023-02-14,2.82,NA
emp106598,2024-10-16,Germany,Manager/ Senior Specialist,R&D,2020-08-28,5.57,NA
emp124424,2024-10-16,Italy,Manager/ Senior Specialist,Sales,2021-07-03,6.49,NA
emp111164,2024-10-17,France,Specialist,Consulting,2023-06-02,3.04,NA
emp118156,2024-10-17,France,Specialist,Sales,2023-10-07,3.73,NA
emp117072,2024-10-17,Germany,Entry Level,Consulting,2024-01-13,2.56,NA
emp126955,2024-10-17,Germany,Specialist,Marketing,2022-09-18,3.99,NA
emp127261,2024-10-17,Germany,Specialist,Sales,2023-05-27,2.52,NA
emp100748,2024-10-18,France,Entry Level,Consulting,2024-02-05,1.31,NA
emp119276,2024-10-18,France,Manager/ Senior Specialist,Marketing,2023-12-15,3.42,NA
emp103390,2024-10-18,Germany,Entry Level,Consulting,2024-07-08,1.81,NA
emp115632,2024-10-18,Germany,Manager/ Senior Specialist,Customer Service,2023-04-15,5.64,NA
emp101689,2024-10-18,Germany,Manager/ Senior Specialist,Marketing,2024-08-05,2.91,NA
emp119005,2024-10-19,France,Manager/ Senior Specialist,Consulting,2023-06-03,5.36,NA
emp126902,2024-10-19,Germany,Entry Level,Consulting,2024-05-27,1.06,NA
emp129817,2024-10-19,Germany,Manager/ Senior Specialist,Marketing,2024-09-17,2.76,NA
emp127206,2024-10-19,Germany,Specialist,R&D,2024-04-16,2.44,NA
emp117129,2024-10-19,Netherlands,Entry Level,Consulting,2023-09-01,2.1,NA
emp120442,2024-10-19,Netherlands,Manager/ Senior Specialist,Sales,2024-05-06,2.58,NA
emp113048,2024-10-19,Spain,Entry Level,R&D,2024-07-10,1.83,NA
emp129730,2024-10-20,France,Entry Level,Consulting,2023-12-16,2.07,NA
emp110937,2024-10-20,Germany,Specialist,Consulting,2022-12-01,2.55,NA
emp125041,2024-10-20,Germany,Entry Level,Marketing,2024-05-18,2.47,NA
emp122004,2024-10-20,Italy,Specialist,R&D,2024-09-24,4.61,NA
emp128770,2024-10-20,Netherlands,Manager/ Senior Specialist,Consulting,2021-12-04,5.82,NA
emp102947,2024-10-20,Spain,Specialist,Consulting,2023-11-19,3.52,NA
emp120554,2024-10-21,Germany,Manager/ Senior Specialist,Consulting,2024-06-15,2.15,NA
emp114559,2024-10-21,Germany,Director/ Head of,Customer Service,2021-01-25,4.87,NA
emp129532,2024-10-21,Germany,Specialist,Finance,2023-06-06,2.92,NA
emp117317,2024-10-21,Germany,Specialist,R&D,2023-05-27,3.73,NA
emp110936,2024-10-21,Italy,Manager/ Senior Specialist,Consulting,2022-12-01,4.33,NA
emp117279,2024-10-21,Italy,Entry Level,R&D,2024-01-04,2.16,NA
