employee_id,job_level,country,department,start_date,leaving_date,tenure_years,employee_status,event_date,event_type,event_id,event_no,update_status
emp109543,Specialist,Spain,Finance,2021-04-21,2024-07-18,3.24,Leaver,2022-02-19,Salary Increase,70uJP7TqeB,1,historic
emp109543,Specialist,Spain,Finance,2021-04-21,2024-07-18,3.24,Leaver,2022-03-04,Salary Increase,56tnceD9fw,2,active
emp109544,Manager/ Senior Specialist,Spain,Customer Service,2021-02-18,NA,4.25,Current,2021-07-17,Promotion,pocCDJAYon,1,active
emp109545,Entry Level,Germany,Marketing,2025-02-02,NA,1.89,Current,2025-03-26,Salary Increase,wq5G86HBZ8,1,active
emp109547,Specialist,Germany,R&D,2017-10-30,2021-01-26,3.24,Leaver,2018-01-04,Salary Increase,iqNKIE5EfJ,1,historic
emp109547,Specialist,Germany,R&D,2017-10-30,2021-01-26,3.24,Leaver,2020-11-07,Promotion,OqQExZ4GRj,2,historic
emp109547,Specialist,Germany,R&D,2017-10-30,2021-01-26,3.24,Leaver,2020-12-23,Salary Increase,VLSfUkJIva,3,active
emp109549,Specialist,France,HR,2024-07-18,NA,3.34,Current,2024-08-22,Promotion,XBVEEeozxu,1,historic
emp109549,Specialist,France,HR,2024-07-18,NA,3.34,Current,2024-11-22,Salary Increase,oKguzcotlQ,2,historic
emp109549,Specialist,France,HR,2024-07-18,NA,3.34,Current,2024-12-05,Promotion,cv3qwIoORl,3,active
emp109550,Entry Level,Netherlands,Consulting,2023-01-20,2025-01-23,2.01,Leaver,2023-06-09,Promotion,rt5SIO7ia6,1,historic
emp109550,Entry Level,Netherlands,Consulting,2023-01-20,2025-01-23,2.01,Leaver,2024-05-16,Promotion,TeUNU1AcDo,2,active
emp109551,Entry Level,France,Customer Service,2019-08-10,2021-07-29,1.97,Leaver,2020-03-12,Salary Increase,NIpr0vQIoA,1,active
emp109552,Specialist,Germany,Finance,2024-02-23,NA,4.14,Current,2024-10-28,Promotion,bQPYokbvBs,1,historic
emp109552,Specialist,Germany,Finance,2024-02-23,NA,4.14,Current,2025-03-02,Department Change,1kqFxTMteK,2,active
emp109555,Manager/ Senior Specialist,Germany,Customer Service,2024-12-16,NA,3.92,Current,2025-01-22,Promotion,tCfZXypwVb,1,historic
emp109555,Manager/ Senior Specialist,Germany,Customer Service,2024-12-16,NA,3.92,Current,2025-01-24,Department Change,wb1WD3ydLr,2,historic
emp109555,Manager/ Senior Specialist,Germany,Customer Service,2024-12-16,NA,3.92,Current,2025-01-30,Salary Increase,tUYqmPb1Zw,3,historic
emp109555,Manager/ Senior Specialist,Germany,Customer Service,2024-12-16,NA,3.92,Current,2025-02-24,Promotion,ufRGhLo8H6,4,active
emp109556,Specialist,Spain,Consulting,2023-08-30,NA,3.72,Current,2023-09-09,Promotion,EkuHeJaGPO,1,historic
emp109556,Specialist,Spain,Consulting,2023-08-30,NA,3.72,Current,2024-05-13,Salary Increase,yxzAnZRVUg,2,active
emp109557,Entry Level,Germany,Customer Service,2020-10-20,2022-09-14,1.9,Leaver,2021-10-02,Promotion,oQdXoPkPsY,1,active
emp109558,Manager/ Senior Specialist,Germany,Customer Service,2016-07-04,2020-04-02,3.75,Leaver,2018-07-13,Promotion,QLoQYISfmn,1,active
emp109559,Manager/ Senior Specialist,Germany,Consulting,2015-04-06,2020-09-06,5.42,Leaver,2016-04-18,Salary Increase,35gL2XAJhO,1,historic
emp109559,Manager/ Senior Specialist,Germany,Consulting,2015-04-06,2020-09-06,5.42,Leaver,2016-12-15,Parental Leave,ia4nJA6Mwt,2,historic
emp109559,Manager/ Senior Specialist,Germany,Consulting,2015-04-06,2020-09-06,5.42,Leaver,2017-08-30,Promotion,HN6QiHyeR5,3,historic
emp109559,Manager/ Senior Specialist,Germany,Consulting,2015-04-06,2020-09-06,5.42,Leaver,2017-09-16,Promotion,GKYLkPYNiR,4,historic
emp109559,Manager/ Senior Specialist,Germany,Consulting,2015-04-06,2020-09-06,5.42,Leaver,2018-01-10,Promotion,YZsB0mzj2c,5,active
emp109563,Manager/ Senior Specialist,Germany,Sales,2015-05-14,2021-02-16,5.76,Leaver,2016-10-01,Promotion,HzTGD7bUFq,1,historic
emp109563,Manager/ Senior Specialist,Germany,Sales,2015-05-14,2021-02-16,5.76,Leaver,2017-10-21,Promotion,IRuOwuBMZR,2,active
emp109565,Manager/ Senior Specialist,Germany,Consulting,2022-09-26,NA,2.62,Current,2023-09-13,Promotion,rIW5jGiyJJ,1,historic
emp109565,Manager/ Senior Specialist,Germany,Consulting,2022-09-26,NA,2.62,Current,2023-11-27,Promotion,A0Tjt4C1gk,2,active
emp109567,Director/ Head of,Germany,Finance,2024-04-29,NA,2.24,Current,2025-04-03,Promotion,22xJr2Pjv2,1,active
emp109568,Entry Level,Germany,Finance,2018-12-02,2021-07-22,2.64,Leaver,2019-06-11,Promotion,PCIi9RbZRH,1,historic
emp109568,Entry Level,Germany,Finance,2018-12-02,2021-07-22,2.64,Leaver,2020-03-20,Salary Increase,y0Q8SrcHRs,2,historic
emp109568,Entry Level,Germany,Finance,2018-12-02,2021-07-22,2.64,Leaver,2021-06-17,Salary Increase,MfVogu1lhA,3,active
emp109570,Entry Level,Italy,Customer Service,2018-11-12,2020-06-23,1.61,Leaver,2020-04-30,Promotion,qsBgw1TOvd,1,active
emp109572,Specialist,Germany,Consulting,2020-10-08,2023-10-21,3.04,Leaver,2022-01-08,Promotion,3KnkZhchno,1,historic
emp109572,Specialist,Germany,Consulting,2020-10-08,2023-10-21,3.04,Leaver,2022-02-02,Promotion,Qo1ae35g00,2,active
emp109573,Manager/ Senior Specialist,Germany,Customer Service,2021-05-08,NA,4.19,Current,2022-03-14,Promotion,vFi1kcK4uP,1,historic
emp109573,Manager/ Senior Specialist,Germany,Customer Service,2021-05-08,NA,4.19,Current,2024-04-16,Promotion,glpURkN1Om,2,active
emp109574,Manager/ Senior Specialist,Germany,Consulting,2018-04-05,2023-01-17,4.79,Leaver,2019-07-15,Promotion,yWNHmJOV5o,1,active
emp109575,Specialist,Germany,Consulting,2022-04-12,NA,3.05,Current,2023-05-17,Promotion,oBNlv0EOOo,1,historic
emp109575,Specialist,Germany,Consulting,2022-04-12,NA,3.05,Current,2023-07-13,Promotion,qH4mvqbr30,2,historic
emp109575,Specialist,Germany,Consulting,2022-04-12,NA,3.05,Current,2024-01-13,Promotion,U5ug5WXKQ6,3,active
emp109577,Specialist,Italy,Consulting,2024-04-17,NA,3.11,Current,2024-08-06,Promotion,eNCGvPEWgy,1,active
emp109580,Specialist,Germany,Finance,2017-03-22,2020-07-05,3.29,Leaver,2017-09-24,Promotion,U4CLkpbL85,1,historic
emp109580,Specialist,Germany,Finance,2017-03-22,2020-07-05,3.29,Leaver,2018-05-24,Promotion,JlQDTw8Ow7,2,active
emp109581,Entry Level,Italy,Consulting,2024-12-01,NA,2.05,Current,2024-12-01,Promotion,DHR9uqwYtq,1,historic
emp109581,Entry Level,Italy,Consulting,2024-12-01,NA,2.05,Current,2024-12-25,Salary Increase,m04Qgcje4s,2,active
emp109582,Entry Level,France,Marketing,2018-10-04,2020-07-31,1.82,Leaver,2019-07-23,Promotion,zYLBRGytAh,1,active
emp109584,Entry Level,Italy,Consulting,2021-03-17,2023-02-21,1.93,Leaver,2022-12-08,Salary Increase,P5aBQssxd5,1,active
emp109587,Specialist,Germany,HR,2020-12-11,2022-08-29,1.72,Leaver,2022-02-02,Promotion,1fNRv0QLdj,1,active
emp109588,Specialist,France,Consulting,2019-12-13,2022-09-26,2.79,Leaver,2021-05-04,Promotion,VMfwfvYQuE,1,historic
emp109588,Specialist,France,Consulting,2019-12-13,2022-09-26,2.79,Leaver,2021-08-14,Salary Increase,lOvyuttqs4,2,active
emp109589,Entry Level,Spain,Sales,2017-05-21,2020-02-25,2.77,Leaver,2017-07-30,Parental Leave,LMT4FmnS4J,1,historic
emp109589,Entry Level,Spain,Sales,2017-05-21,2020-02-25,2.77,Leaver,2019-10-17,Promotion,N4Biw4VLpU,2,active
emp109590,Specialist,Germany,Sales,2020-09-02,2024-05-22,3.72,Leaver,2023-01-26,Promotion,5booWt7uK2,1,historic
emp109590,Specialist,Germany,Sales,2020-09-02,2024-05-22,3.72,Leaver,2023-03-17,Department Change,Zf8xCX3uLy,2,historic
emp109590,Specialist,Germany,Sales,2020-09-02,2024-05-22,3.72,Leaver,2023-12-19,Promotion,vu29LFvYoN,3,active
emp109591,Specialist,Germany,R&D,2019-04-16,2021-11-13,2.58,Leaver,2019-10-29,Promotion,yI7qBxK0iF,1,historic
emp109591,Specialist,Germany,R&D,2019-04-16,2021-11-13,2.58,Leaver,2020-12-11,Promotion,TKv9CY0fgB,2,active
emp109594,Specialist,Germany,R&D,2021-06-29,2024-12-18,3.47,Leaver,2021-06-30,Department Change,xliaPeZxXN,1,active
emp109595,Entry Level,Germany,Consulting,2019-12-31,2022-01-27,2.07,Leaver,2020-10-31,Promotion,mQt4bhlUvd,1,active
emp109596,Entry Level,Germany,Sales,2022-01-29,2024-03-14,2.12,Leaver,2023-11-16,Promotion,83Xb3uWd5J,1,active
emp109597,Entry Level,Germany,Sales,2020-11-24,2023-03-12,2.3,Leaver,2021-07-30,Promotion,M4A05qGRN1,1,active
emp109598,Manager/ Senior Specialist,Netherlands,Consulting,2020-06-04,2023-12-03,3.5,Leaver,2022-09-26,Salary Increase,7oEh9v0QmY,1,active
emp109599,Specialist,France,Consulting,2018-01-26,2020-03-21,2.15,Leaver,2019-08-02,Promotion,8Zb0m31N5N,1,historic
emp109599,Specialist,France,Consulting,2018-01-26,2020-03-21,2.15,Leaver,2019-09-14,Salary Increase,fNDJ3PwRaP,2,active
emp109600,Manager/ Senior Specialist,Germany,Consulting,2021-04-10,2023-10-06,2.49,Leaver,2021-08-21,Salary Increase,UeMbQGRfTa,1,historic
emp109600,Manager/ Senior Specialist,Germany,Consulting,2021-04-10,2023-10-06,2.49,Leaver,2022-04-03,Promotion,Ss9YNpVc2w,2,active
emp109601,Specialist,Germany,Consulting,2023-12-31,NA,2.57,Current,2024-05-01,Promotion,wM8uyKy3O5,1,historic
emp109601,Specialist,Germany,Consulting,2023-12-31,NA,2.57,Current,2024-11-06,Salary Increase,a2ubTTFmry,2,active
emp109603,Specialist,Germany,R&D,2018-07-17,2022-06-07,3.89,Leaver,2020-09-30,Promotion,gYr2xAgQQm,1,historic
emp109603,Specialist,Germany,R&D,2018-07-17,2022-06-07,3.89,Leaver,2021-10-16,Promotion,5lHVqFDFFo,2,active
emp109604,Entry Level,Germany,Sales,2022-10-21,NA,2.6,Current,2024-01-01,Salary Increase,kp8N0lnoNV,1,historic
emp109604,Entry Level,Germany,Sales,2022-10-21,NA,2.6,Current,2024-08-13,Promotion,0FwDKgfAaT,2,active
emp109608,Specialist,Germany,HR,2024-10-17,NA,2.12,Current,2025-01-17,Salary Increase,tvVm4LFYr1,1,active
emp109609,Entry Level,Netherlands,Sales,2025-02-11,NA,1.53,Current,2025-03-19,Promotion,eIiMlOxp0f,1,active
emp109610,Leadership,Germany,R&D,2023-09-13,NA,8.03,Current,2024-07-21,Promotion,fkpU4ylwPq,1,historic
emp109610,Leadership,Germany,R&D,2023-09-13,NA,8.03,Current,2025-04-01,Salary Increase,LYnm5BxSr3,2,active
emp109613,Specialist,Spain,R&D,2022-08-08,NA,2.98,Current,2023-07-17,Promotion,c6ZQoijfkE,1,historic
emp109613,Specialist,Spain,R&D,2022-08-08,NA,2.98,Current,2024-07-02,Promotion,O8NwUPxHuM,2,active
emp109617,Entry Level,Germany,R&D,2019-01-31,2021-04-15,2.2,Leaver,2020-05-03,Promotion,lE0WrZHSaw,1,active
emp109618,Manager/ Senior Specialist,Germany,Marketing,2022-04-11,NA,5.42,Current,2022-10-22,Parental Leave,x5hOl1Tr8f,1,historic
emp109618,Manager/ Senior Specialist,Germany,Marketing,2022-04-11,NA,5.42,Current,2023-12-12,Salary Increase,JdpFyJlN6n,2,historic
emp109618,Manager/ Senior Specialist,Germany,Marketing,2022-04-11,NA,5.42,Current,2024-01-14,Promotion,kQrVpsbqId,3,historic
emp109618,Manager/ Senior Specialist,Germany,Marketing,2022-04-11,NA,5.42,Current,2025-02-04,Department Change,oFJLAYwOKi,4,historic
emp109618,Manager/ Senior Specialist,Germany,Marketing,2022-04-11,NA,5.42,Current,2025-03-24,Salary Increase,B4aJsEAZfS,5,active
emp109619,Entry Level,Germany,Customer Service,2025-03-17,NA,2.01,Current,2025-04-15,Salary Increase,C9J8WCwkaQ,1,active
emp109620,Entry Level,Germany,R&D,2021-07-22,2023-08-27,2.1,Leaver,2022-07-07,Promotion,UyPjENFfzf,1,active
emp109623,Specialist,France,Consulting,2023-08-31,NA,4.04,Current,2024-04-13,Promotion,NDA8pCXvnJ,1,historic
emp109623,Specialist,France,Consulting,2023-08-31,NA,4.04,Current,2024-05-16,Promotion,Rr2S7m7USm,2,historic
emp109623,Specialist,France,Consulting,2023-08-31,NA,4.04,Current,2024-06-28,Promotion,gf1j3VFIYP,3,active
emp109624,Entry Level,Spain,Consulting,2022-05-09,2024-06-14,2.1,Leaver,2023-01-31,Promotion,dW0BDQPS80,1,active
emp109625,Specialist,France,Sales,2019-08-28,2023-08-27,4,Leaver,2020-08-26,Promotion,hweSBU4CcR,1,historic
emp109625,Specialist,France,Sales,2019-08-28,2023-08-27,4,Leaver,2020-11-16,Promotion,eqKxBfMFMU,2,historic
emp109625,Specialist,France,Sales,2019-08-28,2023-08-27,4,Leaver,2023-08-08,Promotion,iIZtOclpby,3,active
emp109627,Manager/ Senior Specialist,France,HR,2022-11-11,2025-01-27,2.21,Leaver,2023-07-27,Promotion,ayZYv1dtBH,1,historic
emp109627,Manager/ Senior Specialist,France,HR,2022-11-11,2025-01-27,2.21,Leaver,2024-10-14,Promotion,l9chjwqIRy,2,active
emp109628,Specialist,Germany,Consulting,2020-01-10,2022-01-15,2.01,Leaver,2021-04-04,Promotion,wmbKaGcYnx,1,active
emp109633,Specialist,Germany,Consulting,2021-06-22,2024-10-01,3.28,Leaver,2022-12-16,Promotion,2rweGyE1fM,1,historic
emp109633,Specialist,Germany,Consulting,2021-06-22,2024-10-01,3.28,Leaver,2023-08-19,Promotion,HEtNzoGKJ1,2,historic
emp109633,Specialist,Germany,Consulting,2021-06-22,2024-10-01,3.28,Leaver,2024-03-05,Promotion,m4AnV2Z028,3,active
emp109635,Entry Level,Netherlands,R&D,2019-03-12,2021-04-13,2.09,Leaver,2019-09-17,Promotion,8BqlhN5MAT,1,active
emp109636,Entry Level,Netherlands,Consulting,2018-07-01,2020-07-23,2.06,Leaver,2018-12-22,Department Change,Lt2nD6NrDt,1,active
emp109638,Manager/ Senior Specialist,Italy,Consulting,2015-05-01,2020-04-01,4.92,Leaver,2018-08-23,Promotion,ILEI0DAYg6,1,active
emp109640,Entry Level,Netherlands,R&D,2021-01-23,2023-04-09,2.21,Leaver,2022-12-16,Promotion,8skVOEkcRY,1,active
emp109642,Entry Level,Netherlands,Customer Service,2021-09-11,2023-05-26,1.7,Leaver,2023-04-07,Promotion,XwnLQxGAqx,1,active
emp109645,Entry Level,Spain,Finance,2022-12-19,NA,2.93,Current,2024-04-28,Promotion,ETDbSl2ql2,1,active
emp109646,Entry Level,Germany,Consulting,2021-11-14,2023-09-23,1.86,Leaver,2022-06-20,Promotion,cfEtJF7vSu,1,historic
emp109646,Entry Level,Germany,Consulting,2021-11-14,2023-09-23,1.86,Leaver,2022-12-10,Promotion,jp2OC0nbGs,2,active
emp109647,Entry Level,Germany,Sales,2023-07-22,NA,3.02,Current,2024-12-20,Promotion,sGETqgWAe1,1,active
emp109649,Entry Level,Germany,Sales,2021-07-22,2023-06-19,1.91,Leaver,2022-10-20,Department Change,ontJPmjNnc,1,active
emp109650,Entry Level,France,Customer Service,2020-01-12,2022-03-27,2.2,Leaver,2022-02-11,Promotion,pEhYhw5obq,1,active
emp109651,Director/ Head of,Netherlands,Consulting,2021-09-20,NA,5.93,Current,2022-02-22,Promotion,yL1M7FcJtl,1,historic
emp109651,Director/ Head of,Netherlands,Consulting,2021-09-20,NA,5.93,Current,2022-03-23,Promotion,Nq7ob29n7E,2,historic
emp109651,Director/ Head of,Netherlands,Consulting,2021-09-20,NA,5.93,Current,2023-09-01,Department Change,NnVyh9WZX8,3,historic
emp109651,Director/ Head of,Netherlands,Consulting,2021-09-20,NA,5.93,Current,2024-01-04,Salary Increase,Au4GS1nbjy,4,historic
emp109651,Director/ Head of,Netherlands,Consulting,2021-09-20,NA,5.93,Current,2024-04-04,Promotion,ETwp5eQQZZ,5,historic
emp109651,Director/ Head of,Netherlands,Consulting,2021-09-20,NA,5.93,Current,2025-04-08,Department Change,5h3A2obD6V,6,active
emp109652,Manager/ Senior Specialist,Germany,Consulting,2018-01-04,2021-11-10,3.85,Leaver,2018-03-29,Promotion,pWEWxZWJuA,1,historic
emp109652,Manager/ Senior Specialist,Germany,Consulting,2018-01-04,2021-11-10,3.85,Leaver,2019-09-04,Salary Increase,e38CMAuqmO,2,historic
emp109652,Manager/ Senior Specialist,Germany,Consulting,2018-01-04,2021-11-10,3.85,Leaver,2021-10-11,Promotion,Af5RHvJF4H,3,active
emp109656,Manager/ Senior Specialist,Germany,Consulting,2022-12-29,NA,5.05,Current,2023-09-02,Parental Leave,epHaoicKBS,1,historic
emp109656,Manager/ Senior Specialist,Germany,Consulting,2022-12-29,NA,5.05,Current,2023-12-18,Department Change,kvDBu2AVFd,2,historic
emp109656,Manager/ Senior Specialist,Germany,Consulting,2022-12-29,NA,5.05,Current,2024-12-04,Salary Increase,SjKS376qzb,3,active
emp109658,Specialist,Germany,Marketing,2023-08-23,NA,3.18,Current,2023-09-29,Salary Increase,Afn7NPnDNX,1,historic
emp109658,Specialist,Germany,Marketing,2023-08-23,NA,3.18,Current,2024-06-17,Promotion,xvoN9cC57s,2,active
emp109659,Entry Level,Spain,Customer Service,2022-06-20,2024-07-20,2.08,Leaver,2023-07-29,Salary Increase,pmZvmRYGKx,1,active
emp109660,Specialist,Germany,Consulting,2023-12-18,NA,2.67,Current,2024-04-27,Salary Increase,62lTEdNYrx,1,active
emp109661,Specialist,Italy,Sales,2020-12-25,2022-04-26,1.33,Leaver,2021-06-01,Promotion,TjrGDdzWS0,1,active
emp109662,Entry Level,Germany,Finance,2020-09-03,2022-07-23,1.88,Leaver,2022-07-23,Promotion,Y6y4EBvOio,1,active
emp109663,Manager/ Senior Specialist,France,Consulting,2024-07-10,NA,2.49,Current,2024-10-14,Promotion,6xEmItmbZU,1,active
emp109664,Specialist,Germany,Consulting,2017-05-26,2020-12-26,3.59,Leaver,2017-11-29,Salary Increase,Vq218drVJI,1,historic
emp109664,Specialist,Germany,Consulting,2017-05-26,2020-12-26,3.59,Leaver,2018-11-06,Promotion,8wiBLECB6f,2,historic
emp109664,Specialist,Germany,Consulting,2017-05-26,2020-12-26,3.59,Leaver,2020-12-10,Department Change,34wPCpKrhU,3,active
emp109666,Manager/ Senior Specialist,Germany,Consulting,2024-07-29,NA,5.21,Current,2024-11-08,Promotion,ZZia9JeZ25,1,historic
emp109666,Manager/ Senior Specialist,Germany,Consulting,2024-07-29,NA,5.21,Current,2025-01-28,Promotion,jHBLSFuQcS,2,historic
emp109666,Manager/ Senior Specialist,Germany,Consulting,2024-07-29,NA,5.21,Current,2025-02-09,Salary Increase,Bs05vyX6io,3,active
emp109667,Entry Level,France,Consulting,2021-11-05,2023-11-14,2.02,Leaver,2023-04-04,Promotion,2OTENSc6ae,1,active
emp109668,Specialist,Germany,Sales,2021-04-28,2023-09-06,2.36,Leaver,2023-07-14,Promotion,BPRs5tnWAa,1,historic
emp109668,Specialist,Germany,Sales,2021-04-28,2023-09-06,2.36,Leaver,2023-08-23,Promotion,et6XdByJSx,2,active
emp109669,Specialist,France,Consulting,2024-09-14,NA,2.45,Current,2025-01-10,Department Change,guQhffTHli,1,active
emp109672,Specialist,France,Sales,2019-06-05,2022-06-14,3.02,Leaver,2022-03-22,Promotion,9zBTxnapNU,1,active
emp109673,Manager/ Senior Specialist,Germany,Sales,2024-10-02,NA,4.5,Current,2024-10-18,Promotion,CbjPnOcQwM,1,historic
emp109673,Manager/ Senior Specialist,Germany,Sales,2024-10-02,NA,4.5,Current,2024-12-05,Salary Increase,wB3H67lcrd,2,historic
emp109673,Manager/ Senior Specialist,Germany,Sales,2024-10-02,NA,4.5,Current,2025-01-11,Promotion,OtcwZtT6l4,3,historic
emp109673,Manager/ Senior Specialist,Germany,Sales,2024-10-02,NA,4.5,Current,2025-03-25,Promotion,vcTn0MwSgJ,4,active
emp109674,Director/ Head of,France,Customer Service,2024-05-13,NA,7.14,Current,2024-06-20,Salary Increase,l2DCd9KS2u,1,historic
emp109674,Director/ Head of,France,Customer Service,2024-05-13,NA,7.14,Current,2024-09-16,Promotion,eWxILozKlW,2,active
emp109675,Entry Level,Italy,R&D,2020-03-13,2023-01-13,2.84,Leaver,2022-04-28,Promotion,t1eGqh0Wre,1,historic
emp109675,Entry Level,Italy,R&D,2020-03-13,2023-01-13,2.84,Leaver,2022-06-22,Promotion,AzjWHCpxHb,2,active
emp109678,Entry Level,Italy,Marketing,2022-07-22,2024-01-19,1.49,Leaver,2023-11-09,Promotion,5dDI73nGJP,1,active
emp109680,Entry Level,Spain,Consulting,2022-12-02,2025-03-19,2.29,Leaver,2024-05-03,Promotion,XIcHUc9DIC,1,historic
emp109680,Entry Level,Spain,Consulting,2022-12-02,2025-03-19,2.29,Leaver,2024-10-02,Salary Increase,zzX3gLrNmv,2,active
emp109682,Director/ Head of,Italy,Sales,2021-09-23,NA,5.22,Current,2021-11-23,Promotion,Tze1dhxwAs,1,historic
emp109682,Director/ Head of,Italy,Sales,2021-09-23,NA,5.22,Current,2021-12-04,Promotion,WKoRmAj8tN,2,historic
emp109682,Director/ Head of,Italy,Sales,2021-09-23,NA,5.22,Current,2023-02-05,Promotion,PK84lOPwNG,3,historic
emp109682,Director/ Head of,Italy,Sales,2021-09-23,NA,5.22,Current,2024-04-05,Department Change,bn5I7nuOqC,4,historic
emp109682,Director/ Head of,Italy,Sales,2021-09-23,NA,5.22,Current,2024-12-18,Promotion,lNL13UE79q,5,active
emp109687,Entry Level,Germany,Sales,2024-09-23,NA,2.36,Current,2024-12-04,Promotion,R7OYoL7Ef2,1,historic
emp109687,Entry Level,Germany,Sales,2024-09-23,NA,2.36,Current,2024-12-22,Promotion,ldbANLFblW,2,active
emp109688,Manager/ Senior Specialist,France,Consulting,2021-05-03,2025-01-10,3.69,Leaver,2022-02-20,Promotion,cqV3NzT7Rv,1,active
emp109689,Specialist,Italy,Customer Service,2022-08-05,NA,3.62,Current,2023-11-15,Promotion,r9ZnRiwARG,1,historic
emp109689,Specialist,Italy,Customer Service,2022-08-05,NA,3.62,Current,2024-05-19,Promotion,0RhcrKPEMK,2,active
emp109690,Entry Level,Netherlands,Consulting,2021-11-06,2023-01-21,1.21,Leaver,2022-10-14,Promotion,unJBo2Gq7G,1,active
emp109692,Entry Level,Germany,Consulting,2021-09-26,2022-10-27,1.08,Leaver,2022-08-25,Promotion,006pZsAM6z,1,active
emp109693,Entry Level,Germany,Customer Service,2020-08-22,2022-02-27,1.52,Leaver,2020-12-16,Promotion,W9DbTGHnjH,1,active
emp109695,Specialist,Germany,Finance,2020-04-17,2024-03-12,3.9,Leaver,2020-06-09,Promotion,ORK5NX8e9J,1,active
emp109697,Manager/ Senior Specialist,Germany,Customer Service,2015-07-17,2020-10-08,5.23,Leaver,2017-09-05,Promotion,6bi7lITgYt,1,active
emp109700,Specialist,Germany,Consulting,2018-07-29,2022-10-19,4.22,Leaver,2022-05-31,Salary Increase,JPzQ7vITkh,1,active
emp109701,Specialist,France,R&D,2022-05-05,2024-09-01,2.33,Leaver,2024-01-27,Promotion,qaWyyNAyRy,1,active
emp109702,Specialist,Germany,R&D,2024-07-24,NA,3.19,Current,2024-09-28,Promotion,D6VDHwOaio,1,historic
emp109702,Specialist,Germany,R&D,2024-07-24,NA,3.19,Current,2025-02-10,Promotion,M56HsSXjBK,2,active
emp109703,Manager/ Senior Specialist,Germany,Finance,2021-02-21,NA,5.97,Current,2021-11-26,Salary Increase,7bTTX491rl,1,active
emp109704,Specialist,France,Consulting,2019-03-13,2022-04-21,3.11,Leaver,2019-10-18,Promotion,f8HbEZnWij,1,historic
emp109704,Specialist,France,Consulting,2019-03-13,2022-04-21,3.11,Leaver,2022-02-25,Salary Increase,FOqV3BGgiz,2,active
emp109706,Entry Level,France,R&D,2022-01-08,2023-11-29,1.89,Leaver,2023-03-24,Promotion,6O4LGjwyzI,1,active
emp109708,Director/ Head of,France,Consulting,2023-04-15,NA,4.43,Current,2024-03-23,Promotion,0bP3CHHgtq,1,historic
emp109708,Director/ Head of,France,Consulting,2023-04-15,NA,4.43,Current,2025-01-19,Promotion,iXNJoHPF8L,2,active
emp109711,Specialist,Germany,Sales,2021-12-23,2024-03-28,2.26,Leaver,2022-04-18,Salary Increase,6KCsocFu5t,1,active
emp109712,Entry Level,Germany,Consulting,2020-06-20,2021-09-17,1.24,Leaver,2021-08-23,Promotion,2DBKIJVHJN,1,active
emp109713,Manager/ Senior Specialist,Spain,Consulting,2020-05-21,2023-03-21,2.83,Leaver,2021-02-27,Promotion,nnEl0NhDBB,1,historic
emp109713,Manager/ Senior Specialist,Spain,Consulting,2020-05-21,2023-03-21,2.83,Leaver,2022-03-20,Promotion,TXBJqNFWI7,2,active
emp109714,Entry Level,Germany,R&D,2022-11-15,2024-04-01,1.38,Leaver,2023-11-27,Salary Increase,RztQlmxLNm,1,active
emp109715,Manager/ Senior Specialist,Germany,Consulting,2018-01-06,2021-04-01,3.23,Leaver,2018-04-05,Salary Increase,UGUVBs2Wpl,1,historic
emp109715,Manager/ Senior Specialist,Germany,Consulting,2018-01-06,2021-04-01,3.23,Leaver,2018-05-14,Promotion,3KSGsYxXvq,2,active
emp109716,Entry Level,Germany,R&D,2020-01-20,2021-08-13,1.56,Leaver,2021-02-10,Salary Increase,u9aAwBQg7n,1,active
emp109717,Entry Level,Spain,Consulting,2022-09-15,2024-09-22,2.02,Leaver,2023-01-12,Promotion,Y6tJghpT4Z,1,historic
emp109717,Entry Level,Spain,Consulting,2022-09-15,2024-09-22,2.02,Leaver,2024-04-04,Promotion,Rjf56Dh7XP,2,active
emp109721,Entry Level,Germany,R&D,2024-03-29,NA,2.73,Current,2024-05-16,Salary Increase,a4IFbh7Pvn,1,active
emp109722,Entry Level,Germany,R&D,2019-10-24,2021-05-11,1.55,Leaver,2021-01-05,Promotion,GdFDSGwTHb,1,active
emp109724,Manager/ Senior Specialist,Spain,Customer Service,2022-06-10,NA,3.82,Current,2024-09-03,Promotion,61i4L08GqG,1,active
emp109728,Specialist,Germany,Consulting,2021-04-13,2024-12-26,3.7,Leaver,2022-02-03,Promotion,FZK52ejuS8,1,historic
emp109728,Specialist,Germany,Consulting,2021-04-13,2024-12-26,3.7,Leaver,2023-08-27,Promotion,7WduPjZyzE,2,historic
emp109728,Specialist,Germany,Consulting,2021-04-13,2024-12-26,3.7,Leaver,2024-03-19,Promotion,g5POogjOgu,3,active
emp109729,Manager/ Senior Specialist,Italy,Consulting,2023-07-31,NA,4.79,Current,2024-02-24,Promotion,lm4D5dwAvE,1,historic
emp109729,Manager/ Senior Specialist,Italy,Consulting,2023-07-31,NA,4.79,Current,2024-05-18,Promotion,2hmANjMkOs,2,historic
emp109729,Manager/ Senior Specialist,Italy,Consulting,2023-07-31,NA,4.79,Current,2024-06-13,Promotion,BHGDUduNVa,3,historic
emp109729,Manager/ Senior Specialist,Italy,Consulting,2023-07-31,NA,4.79,Current,2025-02-18,Promotion,yWRaJSir0r,4,active
